#Screw.Type max_avulsion_force(kgs) max_cut_force(kgs) is_throughwall(1,0) is_selfdrill(1,0) d(mm) lenght(mm) accepted_material(, - seporator) max_a(mm) max_s(mm)
Uni 253,744 471,2389 0 0 3 40 Tree,Metal,GKL,Dowel 60 120
Uni 253,744 471,2389 0 0 3 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 396,4751 736,3108 0 0 3,5 10 Tree,Metal,GKL,Dowel 15 30
Uni 396,4751 736,3108 0 0 3,5 12 Tree,Metal,GKL,Dowel 18 36
Uni 396,4751 736,3108 0 0 3,5 16 Tree,Metal,GKL,Dowel 24 48
Uni 396,4751 736,3108 0 0 3,5 20 Tree,Metal,GKL,Dowel 30 60
Uni 396,4751 736,3108 0 0 3,5 25 Tree,Metal,GKL,Dowel 37,5 75
Uni 396,4751 736,3108 0 0 3,5 30 Tree,Metal,GKL,Dowel 45 90
Uni 396,4751 736,3108 0 0 3,5 35 Tree,Metal,GKL,Dowel 52,5 105
Uni 396,4751 736,3108 0 0 3,5 40 Tree,Metal,GKL,Dowel 60 120
Uni 396,4751 736,3108 0 0 3,5 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 396,4751 736,3108 0 0 3,5 50 Tree,Metal,GKL,Dowel 75 150
Uni 570,9241 1060,287 0 0 4 12 Tree,Metal,GKL,Dowel 18 36
Uni 570,9241 1060,287 0 0 4 16 Tree,Metal,GKL,Dowel 24 48
Uni 570,9241 1060,287 0 0 4 20 Tree,Metal,GKL,Dowel 30 60
Uni 570,9241 1060,287 0 0 4 25 Tree,Metal,GKL,Dowel 37,5 75
Uni 570,9241 1060,287 0 0 4 30 Tree,Metal,GKL,Dowel 45 90
Uni 570,9241 1060,287 0 0 4 35 Tree,Metal,GKL,Dowel 52,5 105
Uni 570,9241 1060,287 0 0 4 40 Tree,Metal,GKL,Dowel 60 120
Uni 570,9241 1060,287 0 0 4 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 570,9241 1060,287 0 0 4 50 Tree,Metal,GKL,Dowel 75 150
Uni 570,9241 1060,287 0 0 4 60 Tree,Metal,GKL,Dowel 90 180
Uni 570,9241 1060,287 0 0 4 70 Tree,Metal,GKL,Dowel 105 210
Uni 570,9241 1060,287 0 0 4 80 Tree,Metal,GKL,Dowel 120 240
Uni 777,0911 1443,169 0 0 4,5 16 Tree,Metal,GKL,Dowel 24 48
Uni 777,0911 1443,169 0 0 4,5 20 Tree,Metal,GKL,Dowel 30 60
Uni 777,0911 1443,169 0 0 4,5 25 Tree,Metal,GKL,Dowel 37,5 75
Uni 777,0911 1443,169 0 0 4,5 30 Tree,Metal,GKL,Dowel 45 90
Uni 777,0911 1443,169 0 0 4,5 35 Tree,Metal,GKL,Dowel 52,5 105
Uni 777,0911 1443,169 0 0 4,5 40 Tree,Metal,GKL,Dowel 60 120
Uni 777,0911 1443,169 0 0 4,5 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 777,0911 1443,169 0 0 4,5 50 Tree,Metal,GKL,Dowel 75 150
Uni 777,0911 1443,169 0 0 4,5 60 Tree,Metal,GKL,Dowel 90 180
Uni 777,0911 1443,169 0 0 4,5 70 Tree,Metal,GKL,Dowel 105 210
Uni 777,0911 1443,169 0 0 4,5 80 Tree,Metal,GKL,Dowel 120 240
Uni 1014,976 1884,956 0 0 5 100 Tree,Metal,GKL,Dowel 150 300
Uni 1014,976 1884,956 0 0 5 120 Tree,Metal,GKL,Dowel 180 360
Uni 1014,976 1884,956 0 0 5 16 Tree,Metal,GKL,Dowel 24 48
Uni 1014,976 1884,956 0 0 5 20 Tree,Metal,GKL,Dowel 30 60
Uni 1014,976 1884,956 0 0 5 25 Tree,Metal,GKL,Dowel 37,5 75
Uni 1014,976 1884,956 0 0 5 30 Tree,Metal,GKL,Dowel 45 90
Uni 1014,976 1884,956 0 0 5 35 Tree,Metal,GKL,Dowel 52,5 105
Uni 1014,976 1884,956 0 0 5 40 Tree,Metal,GKL,Dowel 60 120
Uni 1014,976 1884,956 0 0 5 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 1014,976 1884,956 0 0 5 50 Tree,Metal,GKL,Dowel 75 150
Uni 1014,976 1884,956 0 0 5 60 Tree,Metal,GKL,Dowel 90 180
Uni 1014,976 1884,956 0 0 5 70 Tree,Metal,GKL,Dowel 105 210
Uni 1014,976 1884,956 0 0 5 80 Tree,Metal,GKL,Dowel 120 240
Uni 1014,976 1884,956 0 0 5 90 Tree,Metal,GKL,Dowel 135 270
Uni 1585,9 2945,243 0 0 6 100 Tree,Metal,GKL,Dowel 150 300
Uni 1585,9 2945,243 0 0 6 110 Tree,Metal,GKL,Dowel 165 330
Uni 1585,9 2945,243 0 0 6 120 Tree,Metal,GKL,Dowel 180 360
Uni 1585,9 2945,243 0 0 6 140 Tree,Metal,GKL,Dowel 210 420
Uni 1585,9 2945,243 0 0 6 150 Tree,Metal,GKL,Dowel 225 450
Uni 1585,9 2945,243 0 0 6 160 Tree,Metal,GKL,Dowel 240 480
Uni 1585,9 2945,243 0 0 6 180 Tree,Metal,GKL,Dowel 270 540
Uni 1585,9 2945,243 0 0 6 200 Tree,Metal,GKL,Dowel 300 600
Uni 1585,9 2945,243 0 0 6 30 Tree,Metal,GKL,Dowel 45 90
Uni 1585,9 2945,243 0 0 6 40 Tree,Metal,GKL,Dowel 60 120
Uni 1585,9 2945,243 0 0 6 45 Tree,Metal,GKL,Dowel 67,5 135
Uni 1585,9 2945,243 0 0 6 50 Tree,Metal,GKL,Dowel 75 150
Uni 1585,9 2945,243 0 0 6 60 Tree,Metal,GKL,Dowel 90 180
Uni 1585,9 2945,243 0 0 6 70 Tree,Metal,GKL,Dowel 105 210
Uni 1585,9 2945,243 0 0 6 80 Tree,Metal,GKL,Dowel 120 240
Uni 1585,9 2945,243 0 0 6 90 Tree,Metal,GKL,Dowel 135 270
